max_loop_depth,num_loops,has_recursion,recursion_branch_factor,has_sort_call,has_hash_structure,has_input_dependent_loop_bound,complexity
0,0,False,0,False,False,False,O(1)
2,15,False,0,False,True,True,O(n)
2,2,False,0,False,False,True,O(n^2)
3,7,False,0,False,True,True,O(n^2)
1,1,False,0,False,False,False,O(n)
1,1,False,0,False,False,False,O(log n)
2,8,False,0,True,True,True,O(n log n)
1,2,False,0,False,False,False,O(log n)
1,1,True,1,True,False,False,O(n^2)
0,0,True,2,False,False,False,O(log n)
1,1,False,0,False,False,False,O(log n)
2,3,False,0,False,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
2,5,False,0,False,False,True,O(n^2)
1,1,False,0,False,False,True,O(n)
1,1,False,0,False,False,True,O(1)
1,1,False,0,False,False,True,O(1)
1,2,False,0,True,False,True,O(n log n)
1,1,False,0,False,False,False,O(log n)
2,5,False,0,False,False,True,O(2^n)
3,7,False,0,False,False,True,O(n^2)
2,2,False,0,False,False,True,O(2^n)
1,2,True,2,False,False,False,O(1)
1,2,False,0,False,False,True,O(n)
1,1,False,0,False,False,False,O(n log n)
1,1,False,0,False,False,True,O(n)
1,1,False,0,False,False,True,O(1)
4,5,False,0,False,False,True,O(2^n)
2,6,False,0,False,False,True,O(n^2)
2,3,False,0,False,False,True,O(n^2)
1,2,False,0,False,False,True,O(n)
3,3,False,0,True,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
0,0,False,0,False,False,False,O(1)
2,5,True,1,False,False,True,O(2^n)
0,0,False,0,False,False,False,O(1)
2,4,False,0,True,True,True,O(n log n)
1,1,False,0,False,False,False,O(log n)
0,0,False,0,False,False,False,O(1)
1,3,True,2,False,False,False,O(log n)
3,6,True,2,False,False,True,O(n^2)
1,3,True,2,False,False,True,O(n)
1,1,False,0,True,False,False,O(n log n)
1,1,False,0,False,False,True,O(1)
3,11,False,0,False,False,True,O(n^2)
1,2,True,1,True,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
1,4,False,0,False,False,False,O(log n)
1,1,False,0,False,False,True,O(n)
1,1,False,0,False,False,True,O(n)
0,0,False,0,False,False,False,O(1)
2,21,True,2,True,True,True,O(1)
0,0,False,0,False,False,False,O(1)
2,12,True,2,True,False,True,O(n log n)
3,6,False,0,False,False,True,O(n^2)
3,5,False,0,False,False,True,O(n^2)
2,2,False,0,False,False,False,O(n)
1,1,False,0,True,False,True,O(n log n)
1,3,True,2,False,False,False,O(n)
2,4,False,0,False,False,True,O(n^2)
0,0,False,0,False,False,False,O(log n)
0,0,True,3,True,False,False,O(n^2)
1,1,False,0,True,False,True,O(n log n)
2,11,True,1,False,False,True,O(n^2)
1,1,False,0,True,False,False,O(n log n)
2,2,False,0,False,False,False,O(log n)
3,4,False,0,False,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
2,6,False,0,False,False,True,O(n^2)
3,5,False,0,False,False,True,O(n^2)
1,1,False,0,False,False,True,O(n)
1,1,False,0,False,False,False,O(log n)
2,6,False,0,False,False,True,O(n)
2,8,False,0,False,True,True,O(n^2)
1,1,False,0,False,False,False,O(n^2)
1,3,False,0,False,False,True,O(n log n)
1,2,False,0,True,False,True,O(n log n)
2,5,False,0,False,True,True,O(n^2)
1,1,False,0,False,False,False,O(log n)
2,2,False,0,False,True,True,O(n^2)
2,2,False,0,False,False,False,O(1)
0,0,True,2,False,False,False,O(log n)
2,3,False,0,False,True,False,O(n log n)
1,2,True,2,False,False,True,O(n^2)
1,1,False,0,False,False,False,O(log n)
2,3,False,0,False,False,True,O(n^2)
2,2,False,0,False,False,True,O(log n)
1,1,False,0,False,False,True,O(1)
2,7,False,0,True,True,True,O(n log n)
1,1,False,0,True,False,True,O(n log n)
1,1,False,0,False,False,False,O(log n)
2,4,False,0,False,False,True,O(1)
1,1,False,0,False,False,True,O(1)
1,2,False,0,False,False,True,O(log n)
2,3,False,0,False,False,True,O(n^2)
0,0,False,0,False,False,False,O(log n)
1,2,False,0,True,False,True,O(n log n)
1,2,False,0,False,False,True,O(2^n)
0,0,False,0,False,False,False,O(n)
2,8,True,2,False,False,True,O(2^n)
2,3,False,0,False,False,True,O(n^2)
1,1,False,0,False,False,False,O(log n)
2,9,True,2,False,False,True,O(n^2)
1,1,False,0,True,False,False,O(n log n)
2,2,False,0,False,False,True,O(log n)
1,1,False,0,False,False,True,O(n)
4,4,False,0,False,False,True,O(n^2)
1,4,False,0,False,False,False,O(log n)
1,2,False,0,False,False,True,O(n)
1,1,False,0,False,False,True,O(log n)
1,2,False,0,False,False,False,O(log n)
0,0,False,0,True,False,False,O(n log n)
1,2,False,0,False,True,True,O(n log n)
3,5,True,2,False,False,True,O(2^n)
0,0,False,0,True,False,False,O(n log n)
3,3,False,0,True,False,True,O(n^2)
1,2,False,0,True,False,True,O(n log n)
0,0,True,3,True,False,False,O(n^2)
0,0,False,0,False,False,False,O(n)
2,15,False,0,False,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
1,1,False,0,False,False,True,O(n)
3,3,False,0,False,False,True,O(n^2)
3,4,False,0,False,False,True,O(2^n)
2,7,False,0,False,True,True,O(2^n)
0,0,False,0,False,False,False,O(1)
3,3,False,0,False,False,True,O(n^2)
2,3,False,0,False,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
1,2,False,0,True,False,True,O(n log n)
1,1,False,0,False,False,True,O(n)
1,1,False,0,False,False,False,O(n^2)
1,1,False,0,False,False,False,O(log n)
1,1,False,0,True,False,True,O(n log n)
2,4,False,0,False,False,True,O(n)
3,7,False,0,False,False,True,O(n^2)
1,2,False,0,False,False,True,O(n)
2,12,False,0,False,False,True,O(n^2)
2,5,False,0,True,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
2,5,False,0,False,False,True,O(n)
2,3,False,0,True,False,True,O(n^2)
1,1,False,0,False,False,False,O(log n)
1,2,False,0,False,False,True,O(log n)
2,2,False,0,True,False,True,O(n^2)
1,2,False,0,False,True,True,O(n)
1,1,False,0,False,False,False,O(n log n)
1,2,False,0,False,False,True,O(log n)
2,3,False,0,False,False,True,O(n^2)
0,0,False,0,True,False,False,O(1)
0,0,False,0,False,False,False,O(1)
0,0,True,1,False,False,False,O(log n)
3,4,False,0,False,False,True,O(n log n)
2,6,False,0,False,True,False,O(n)
1,1,False,0,False,False,True,O(log n)
1,1,False,0,False,False,True,O(log n)
3,5,False,0,False,True,True,O(n^2)
0,0,False,0,False,False,False,O(log n)
1,2,False,0,False,True,True,O(1)
3,6,False,0,False,True,True,O(n)
1,1,False,0,False,False,False,O(log n)
2,2,False,0,False,False,True,O(n^2)
1,1,False,0,True,True,False,O(n log n)
2,4,False,0,False,False,False,O(n log n)
1,2,True,2,False,False,True,O(log n)
1,1,False,0,False,False,False,O(1)
1,1,False,0,False,False,False,O(log n)
3,6,False,0,True,False,True,O(n^2)
1,4,False,0,False,False,True,O(2^n)
1,1,False,0,False,False,False,O(n)
2,7,True,2,False,True,True,O(2^n)
1,3,False,0,False,False,True,O(1)
2,2,False,0,False,False,True,O(n^2)
1,2,False,0,False,False,True,O(n)
1,1,False,0,False,False,True,O(n)
0,0,False,0,False,False,False,O(2^n)
1,1,False,0,True,False,True,O(n log n)
4,6,False,0,False,False,True,O(n^2)
1,1,False,0,False,False,False,O(log n)
0,0,False,0,False,False,False,O(log n)
1,1,False,0,False,False,True,O(1)
0,0,False,0,False,False,False,O(log n)
2,2,False,0,False,False,True,O(n^2)
1,1,False,0,False,False,True,O(n)
0,0,False,0,False,False,False,O(1)
1,1,False,0,False,False,False,O(1)
1,1,False,0,True,False,False,O(n log n)
3,3,True,1,False,False,True,O(n^2)
1,1,False,0,True,False,False,O(2^n)
1,1,False,0,False,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
0,0,False,0,False,False,False,O(2^n)
1,1,False,0,False,False,False,O(log n)
3,10,True,2,False,False,True,O(n^2)
3,7,False,0,True,False,True,O(n^2)
0,0,False,0,False,False,False,O(2^n)
1,2,False,0,False,False,True,O(n^2)
1,1,False,0,False,False,True,O(2^n)
2,5,False,0,False,True,True,O(2^n)
2,3,False,0,False,False,True,O(log n)
1,3,True,2,False,False,False,O(log n)
0,0,False,0,True,False,False,O(n log n)
0,0,False,0,False,False,False,O(2^n)
1,1,False,0,False,False,False,O(1)
4,5,False,0,False,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
1,2,False,0,False,False,True,O(n)
2,2,False,0,True,False,True,O(n log n)
2,4,False,0,False,False,False,O(1)
3,4,False,0,True,False,True,O(n^2)
1,1,False,0,False,False,False,O(log n)
3,8,False,0,False,False,True,O(n)
3,8,False,0,False,True,True,O(n^2)
3,3,False,0,False,False,True,O(n)
2,4,False,0,True,True,True,O(2^n)
2,7,False,0,True,False,True,O(n^2)
0,0,False,0,False,False,False,O(log n)
3,13,False,0,False,False,True,O(n)
1,1,False,0,False,False,True,O(1)
1,1,False,0,False,True,False,O(n log n)
0,0,False,0,True,True,False,O(n log n)
2,2,False,0,False,False,True,O(2^n)
2,7,True,1,False,False,True,O(log n)
2,4,False,0,False,False,True,O(n)
1,1,False,0,True,False,True,O(n log n)
1,2,False,0,True,False,False,O(1)
2,3,False,0,False,False,True,O(2^n)
1,1,False,0,False,False,False,O(log n)
2,2,False,0,False,True,False,O(n)
1,3,True,2,False,False,True,O(log n)
1,1,False,0,False,False,False,O(log n)
2,2,False,0,True,True,False,O(n^2)
1,2,False,0,False,False,True,O(n^2)
1,2,False,0,False,False,True,O(n)
4,6,False,0,False,True,True,O(2^n)
0,0,False,0,False,False,False,O(1)
1,2,False,0,False,False,True,O(n^2)
1,3,False,0,False,False,True,O(n)
0,0,False,0,False,False,False,O(log n)
1,2,False,0,False,False,True,O(n)
2,3,False,0,False,False,True,O(1)
1,2,False,0,True,False,True,O(n log n)
2,7,False,0,False,False,True,O(n)
2,2,False,0,False,False,False,O(n)
1,2,True,1,True,True,True,O(n^2)
0,0,True,1,False,False,False,O(log n)
2,8,True,2,True,True,False,O(n log n)
1,1,False,0,False,False,True,O(n log n)
1,1,False,0,False,False,False,O(n^2)
3,16,False,0,False,False,True,O(n)
2,7,True,2,False,False,True,O(n^2)
1,3,True,2,False,False,True,O(1)
1,2,False,0,True,False,True,O(n log n)
0,0,False,0,False,False,False,O(1)
0,0,True,1,False,False,False,O(log n)
0,0,False,0,False,True,False,O(n)
1,1,False,0,False,False,True,O(log n)
1,1,True,5,False,False,True,O(n^2)
1,1,False,0,False,False,False,O(1)
1,1,False,0,False,False,False,O(log n)
0,0,False,0,False,False,False,O(1)
1,2,False,0,False,False,True,O(n)
1,1,False,0,False,False,True,O(n)
1,3,False,0,False,False,True,O(n)
1,2,False,0,False,True,True,O(n)
2,2,False,0,False,False,True,O(2^n)
3,5,False,0,False,False,True,O(n)
0,0,False,0,False,False,False,O(1)
2,7,False,0,False,True,True,O(n^2)
0,0,False,0,True,False,False,O(n log n)
1,2,False,0,False,True,True,O(n)
2,2,False,0,False,False,False,O(n^2)
1,4,False,0,False,False,True,O(n log n)
0,0,False,0,False,False,False,O(1)
3,11,False,0,False,False,True,O(n^2)
2,4,False,0,False,False,True,O(2^n)
3,12,True,2,False,True,True,O(n^2)
1,2,False,0,False,True,False,O(2^n)
1,1,False,0,False,False,False,O(n^2)
2,3,False,0,False,True,True,O(n)
1,2,False,0,False,False,True,O(n)
0,0,False,0,False,False,False,O(1)
1,2,False,0,False,True,False,O(n)
0,0,False,0,False,False,False,O(1)
2,2,False,0,False,False,True,O(n)
2,3,False,0,True,True,False,O(n log n)
2,3,False,0,False,False,True,O(n log n)
1,2,True,1,True,True,False,O(n^2)
1,1,False,0,False,False,False,O(log n)
1,3,True,1,False,False,False,O(n)
3,9,False,0,False,False,True,O(n^2)
1,2,False,0,False,False,True,O(n)
2,5,True,2,False,False,True,O(n)
3,9,False,0,True,False,True,O(n^2)
2,11,False,0,False,True,True,O(2^n)
4,7,False,0,False,False,False,O(n^2)
1,1,False,0,False,False,True,O(1)
3,7,False,0,False,False,True,O(n^2)
2,6,False,0,False,False,True,O(n^2)
1,4,True,3,True,False,True,O(n^2)
2,2,False,0,False,False,True,O(n)
2,3,False,0,False,True,True,O(2^n)
0,0,False,0,True,False,False,O(n^2)
2,3,False,0,False,False,True,O(2^n)
1,1,False,0,True,False,True,O(n log n)
0,0,False,0,False,False,False,O(n)
1,2,False,0,False,False,False,O(log n)
2,2,False,0,False,False,True,O(n log n)
2,6,False,0,True,True,True,O(2^n)
1,1,False,0,False,False,False,O(2^n)
2,8,False,0,True,False,True,O(n^2)
0,0,False,0,True,False,False,O(n log n)
1,1,False,0,False,False,False,O(1)
1,1,False,0,False,False,True,O(2^n)
3,10,False,0,False,False,True,O(n^2)
1,2,False,0,False,False,False,O(log n)
1,2,False,0,False,True,True,O(n^2)
1,2,False,0,True,False,True,O(n log n)
2,7,False,0,True,True,True,O(n)
2,9,False,0,False,True,True,O(n)
1,1,True,1,False,False,True,O(n)
2,10,False,0,False,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
1,1,False,0,False,False,False,O(log n)
0,0,False,0,False,False,False,O(1)
4,4,False,0,False,False,True,O(n)
0,0,False,0,False,False,False,O(log n)
0,0,False,0,False,False,False,O(1)
1,2,False,0,False,False,True,O(2^n)
1,2,False,0,False,False,True,O(n)
2,6,False,0,True,True,True,O(n log n)
1,1,False,0,True,False,False,O(n log n)
2,4,False,0,True,False,True,O(n log n)
0,0,False,0,False,False,False,O(n)
1,1,False,0,True,False,True,O(n log n)
1,2,False,0,False,False,False,O(n)
2,3,False,0,False,False,True,O(n)
2,4,False,0,False,True,True,O(n)
1,2,False,0,False,False,True,O(log n)
2,3,False,0,False,False,True,O(1)
2,6,True,1,False,False,True,O(n^2)
2,7,False,0,False,False,True,O(2^n)
1,1,False,0,False,False,True,O(1)
3,5,False,0,False,False,True,O(2^n)
1,1,False,0,False,False,True,O(2^n)
2,5,False,0,False,False,True,O(2^n)
1,2,False,0,False,False,True,O(log n)
2,10,False,0,False,True,True,O(2^n)
1,4,False,0,False,False,True,O(log n)
2,2,False,0,False,False,True,O(n^2)
2,2,False,0,True,False,True,O(n^2)
3,6,False,0,False,False,True,O(n^2)
1,3,False,0,False,True,True,O(n)
1,2,False,0,False,False,True,O(log n)
1,5,True,1,False,True,True,O(1)
1,1,False,0,False,False,False,O(1)
0,0,False,0,False,False,False,O(1)
1,1,False,0,False,False,True,O(log n)
2,9,False,0,False,True,True,O(1)
0,0,False,0,False,False,False,O(log n)
3,6,False,0,False,False,True,O(n^2)
2,5,False,0,False,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
2,2,False,0,False,False,False,O(n)
1,2,True,2,False,False,False,O(n^2)
2,3,False,0,False,True,True,O(n)
2,4,False,0,False,False,True,O(n^2)
2,6,False,0,True,False,True,O(n)
3,6,False,0,True,False,True,O(n^2)
0,0,False,0,False,False,False,O(log n)
2,3,False,0,False,False,True,O(n)
1,2,False,0,False,False,True,O(n^2)
2,6,False,0,True,False,True,O(n^2)
2,3,False,0,False,True,True,O(n log n)
1,2,True,1,False,True,False,O(n)
1,2,False,0,False,False,False,O(log n)
1,1,False,0,True,False,True,O(n log n)
3,5,False,0,False,False,True,O(n^2)
2,9,True,1,True,True,True,O(2^n)
2,6,False,0,False,False,True,O(n^2)
2,2,False,0,False,False,True,O(1)
2,4,True,2,False,False,True,O(n log n)
1,3,False,0,False,False,True,O(n)
2,3,False,0,False,False,True,O(n^2)
2,3,False,0,False,False,True,O(1)
0,0,False,0,False,False,False,O(1)
1,1,False,0,False,False,False,O(log n)
0,0,False,0,False,False,False,O(1)
1,1,False,0,False,False,False,O(n)
1,1,False,0,False,False,True,O(1)
1,1,False,0,False,False,True,O(2^n)
1,2,False,0,True,True,False,O(n log n)
1,2,False,0,True,False,True,O(n)
3,9,False,0,False,False,True,O(n^2)
2,4,False,0,False,False,True,O(n^2)
2,4,False,0,True,False,False,O(n log n)
2,9,True,2,False,False,True,O(n)
0,0,False,0,False,False,False,O(1)
1,1,False,0,False,False,False,O(n)
3,3,False,0,False,True,True,O(n)
1,1,False,0,False,False,False,O(n^2)
1,2,False,0,False,False,True,O(log n)
0,0,False,0,False,False,False,O(1)
1,3,False,0,False,False,True,O(2^n)
1,3,False,0,False,True,True,O(n)
1,1,False,0,False,False,True,O(log n)
1,1,False,0,False,False,False,O(n^2)
2,7,False,0,False,True,True,O(n^2)
2,3,False,0,False,False,True,O(n^2)
1,1,False,0,False,False,False,O(log n)
1,4,False,0,False,False,True,O(n^2)
0,0,False,0,True,False,False,O(n^2)
2,2,False,0,True,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
1,3,False,0,False,False,True,O(n)
2,6,True,2,False,True,True,O(n^2)
1,1,False,0,False,False,False,O(log n)
3,7,True,1,False,False,True,O(n^2)
0,0,False,0,False,False,False,O(n)
1,1,True,1,False,False,True,O(log n)
2,3,False,0,False,False,True,O(n^2)
2,3,False,0,False,False,True,O(n)
1,1,True,1,False,False,True,O(n)
2,4,False,0,False,False,True,O(log n)
2,14,False,0,False,False,True,O(n^2)
1,2,False,0,False,False,True,O(n)
2,30,True,2,False,False,True,O(n^2)
1,4,False,0,False,False,True,O(1)
1,2,False,0,False,False,True,O(n^2)
1,1,False,0,False,False,True,O(n)
2,6,False,0,False,True,True,O(n)
2,2,False,0,False,False,True,O(n log n)
1,2,False,0,False,False,True,O(n)
1,3,False,0,False,False,False,O(n)
1,1,False,0,False,False,False,O(log n)
2,3,False,0,False,False,True,O(n^2)
4,10,False,0,False,True,True,O(n^2)
2,3,False,0,False,False,False,O(n^2)
2,4,False,0,False,False,True,O(n)
1,2,False,0,False,False,True,O(log n)
1,3,False,0,False,True,False,O(n log n)
2,7,True,2,False,False,True,O(n^2)
1,4,False,0,False,False,True,O(log n)
1,2,False,0,True,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
3,8,True,2,False,False,True,O(2^n)
0,0,False,0,False,False,False,O(1)
0,0,False,0,False,False,False,O(log n)
1,1,False,0,False,False,False,O(1)
1,1,False,0,False,False,False,O(log n)
1,1,False,0,False,False,True,O(1)
1,1,False,0,False,False,True,O(n)
0,0,True,6,True,False,False,O(2^n)
1,2,False,0,True,False,True,O(n)
1,1,False,0,False,False,False,O(n)
2,2,False,0,False,False,True,O(2^n)
3,3,False,0,True,False,False,O(n log n)
1,1,False,0,True,False,True,O(n log n)
1,2,False,0,True,False,True,O(n log n)
2,3,False,0,True,False,True,O(n)
3,5,False,0,False,False,True,O(n)
3,5,False,0,False,False,False,O(n^2)
2,2,False,0,True,False,True,O(n^2)
2,4,False,0,False,False,True,O(2^n)
0,0,False,0,False,False,False,O(1)
2,3,False,0,False,False,True,O(n)
2,3,False,0,False,True,True,O(2^n)
3,4,False,0,False,True,False,O(log n)
0,0,False,0,True,False,False,O(n log n)
2,15,False,0,True,True,True,O(n)
2,2,False,0,True,False,True,O(n log n)
2,4,False,0,False,True,True,O(n^2)
1,1,False,0,True,False,False,O(n log n)
2,2,False,0,False,False,True,O(n^2)
2,10,True,1,False,True,True,O(n)
1,1,False,0,False,False,False,O(log n)
1,3,False,0,False,False,True,O(n)
0,0,False,0,False,False,False,O(1)
1,1,False,0,False,False,False,O(n)
1,1,False,0,False,False,True,O(n)
1,1,False,0,False,False,True,O(n^2)
1,1,False,0,False,False,False,O(log n)
2,2,True,1,False,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
2,5,False,0,False,False,True,O(n^2)
2,3,False,0,True,True,False,O(n log n)
0,0,False,0,False,False,False,O(1)
1,2,False,0,False,False,True,O(log n)
2,2,False,0,False,False,True,O(n^2)
1,1,True,1,False,False,True,O(n)
0,0,False,0,False,False,False,O(log n)
1,2,False,0,True,False,True,O(n log n)
0,0,False,0,False,False,False,O(1)
1,1,False,0,False,False,True,O(n)
0,0,False,0,False,False,False,O(log n)
0,0,False,0,False,False,False,O(1)
0,0,False,0,False,False,False,O(1)
1,1,False,0,False,False,True,O(n^2)
1,1,False,0,False,False,False,O(1)
2,5,False,0,False,False,True,O(n^2)
3,5,False,0,False,True,True,O(n^2)
1,2,False,0,False,False,False,O(n)
2,7,True,4,False,False,True,O(n^2)
1,2,False,0,False,False,False,O(2^n)
2,3,False,0,False,False,True,O(n)
3,6,True,2,True,False,True,O(n^2)
2,2,False,0,False,False,True,O(n)
3,6,False,0,False,False,True,O(n)
1,3,False,0,False,False,True,O(log n)
0,0,False,0,False,False,False,O(1)
2,2,False,0,False,False,True,O(n)
1,1,False,0,False,True,False,O(n log n)
0,0,True,2,False,False,False,O(n log n)
2,2,False,0,False,False,True,O(n^2)
1,2,False,0,False,False,False,O(log n)
0,0,False,0,False,False,False,O(1)
3,15,False,0,False,False,True,O(2^n)
2,2,False,0,False,False,True,O(2^n)
1,1,False,0,False,False,False,O(log n)
1,3,False,0,False,False,True,O(n)
1,9,False,0,True,True,False,O(1)
2,3,False,0,False,False,True,O(n^2)
1,5,True,2,False,False,True,O(n)
0,0,False,0,False,False,False,O(2^n)
2,3,False,0,True,False,True,O(n log n)
1,1,False,0,False,False,True,O(n)
2,4,False,0,False,False,True,O(1)
1,6,False,0,True,False,True,O(n log n)
2,4,False,0,False,False,True,O(n)
3,3,False,0,False,True,True,O(n)
2,3,False,0,False,False,True,O(n log n)
3,10,False,0,False,False,True,O(n^2)
2,3,False,0,False,False,True,O(2^n)
2,3,False,0,False,False,True,O(n^2)
1,2,False,0,False,False,False,O(n)
1,2,False,0,True,False,True,O(n log n)
4,5,False,0,False,False,False,O(n^2)
1,1,False,0,False,False,True,O(2^n)
1,1,True,2,False,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
2,2,False,0,False,False,True,O(n^2)
1,1,False,0,False,False,True,O(n)
1,1,False,0,False,False,False,O(log n)
1,2,False,0,False,False,True,O(n)
2,6,False,0,False,False,True,O(n^2)
1,1,False,0,False,False,False,O(log n)
3,5,True,2,True,False,True,O(n^2)
2,4,False,0,False,False,True,O(n)
2,3,False,0,True,False,False,O(n log n)
0,0,False,0,False,False,False,O(n)
2,2,False,0,False,False,True,O(1)
1,2,False,0,False,False,True,O(n)
0,0,False,0,False,False,False,O(n log n)
1,1,False,0,False,False,True,O(log n)
2,8,False,0,False,True,True,O(2^n)
3,6,False,0,False,False,True,O(n^2)
2,4,False,0,False,True,True,O(n log n)
2,4,False,0,True,False,True,O(n log n)
1,2,False,0,True,False,True,O(n log n)
2,3,False,0,True,False,True,O(n^2)
1,3,False,0,True,False,True,O(n log n)
2,5,False,0,False,True,True,O(n log n)
1,1,False,0,False,False,False,O(n)
0,0,False,0,False,False,False,O(2^n)
1,2,False,0,False,False,True,O(n)
2,3,False,0,False,False,True,O(n)
3,9,False,0,True,False,True,O(n^2)
0,0,True,6,True,False,False,O(n^2)
1,3,False,0,False,False,False,O(log n)
2,3,False,0,False,True,True,O(n^2)
3,9,False,0,False,False,True,O(n^2)
3,5,False,0,False,False,True,O(n^2)
1,2,False,0,True,False,True,O(n)
1,1,False,0,False,False,False,O(n)
1,1,False,0,False,False,True,O(1)
3,4,False,0,False,True,True,O(n^2)
0,0,False,0,False,False,False,O(log n)
0,0,True,3,True,False,False,O(n^2)
2,2,False,0,False,False,True,O(n)
2,17,True,2,False,True,True,O(log n)
2,3,False,0,True,False,False,O(n log n)
1,2,False,0,False,True,True,O(n)
1,1,False,0,True,False,True,O(n log n)
1,1,False,0,False,False,False,O(log n)
1,1,False,0,False,False,False,O(n)
2,2,False,0,False,False,True,O(n^2)
3,8,True,2,False,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
3,7,False,0,False,False,True,O(n^2)
2,6,True,2,False,False,True,O(2^n)
1,1,False,0,False,True,False,O(n^2)
1,1,False,0,False,False,False,O(n)
2,2,False,0,False,False,True,O(n^2)
1,3,False,0,False,False,False,O(n)
0,0,False,0,False,False,False,O(log n)
1,1,False,0,True,False,True,O(n log n)
3,3,False,0,True,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
1,1,False,0,False,False,False,O(log n)
2,2,False,0,False,False,True,O(log n)
1,2,False,0,True,False,True,O(n)
4,10,False,0,False,False,True,O(2^n)
1,1,False,0,False,True,True,O(1)
0,0,False,0,True,False,False,O(n log n)
0,0,False,0,False,False,False,O(1)
4,13,False,0,False,True,False,O(1)
1,1,False,0,True,False,True,O(n log n)
0,0,False,0,False,False,False,O(1)
1,1,False,0,False,False,False,O(log n)
3,11,False,0,False,True,True,O(n^2)
0,0,False,0,False,False,False,O(2^n)
2,2,False,0,False,False,True,O(n log n)
1,2,False,0,False,False,False,O(log n)
0,0,False,0,False,False,False,O(1)
1,1,False,0,False,False,False,O(n)
2,2,False,0,False,False,True,O(1)
2,5,False,0,True,False,True,O(n log n)
1,2,False,0,False,False,True,O(2^n)
0,0,False,0,True,False,False,O(n log n)
2,2,False,0,False,False,True,O(n log n)
2,3,False,0,False,False,True,O(n)
4,8,False,0,False,False,True,O(n^2)
2,5,False,0,False,False,True,O(n)
1,1,False,0,False,False,False,O(1)
1,2,True,2,False,False,False,O(n log n)
1,3,False,0,True,False,True,O(n log n)
3,9,False,0,True,False,True,O(n^2)
1,3,False,0,False,False,True,O(n)
2,4,False,0,False,False,True,O(n^2)
1,2,False,0,False,False,True,O(n^2)
0,0,False,0,False,False,False,O(log n)
2,3,False,0,True,False,True,O(n^2)
3,7,False,0,False,False,True,O(n^2)
3,5,False,0,False,False,True,O(2^n)
3,5,True,2,True,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
0,0,True,2,False,False,False,O(log n)
3,3,False,0,True,False,True,O(n^2)
1,2,False,0,False,True,True,O(n)
2,2,False,0,False,False,True,O(2^n)
0,0,False,0,False,False,False,O(1)
0,0,False,0,False,False,False,O(1)
1,1,False,0,False,False,False,O(log n)
2,7,False,0,False,False,True,O(2^n)
1,3,False,0,True,False,True,O(n log n)
1,1,False,0,False,False,False,O(1)
0,0,False,0,False,False,False,O(1)
2,11,True,2,True,True,True,O(n log n)
3,5,False,0,False,False,True,O(2^n)
2,4,False,0,False,False,True,O(n log n)
2,9,True,2,False,True,True,O(2^n)
1,1,False,0,False,False,True,O(n)
1,9,False,0,False,False,True,O(n)
1,1,False,0,True,False,False,O(n log n)
3,4,False,0,False,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
2,16,False,0,True,True,True,O(n)
0,0,False,0,False,False,False,O(1)
3,11,False,0,False,False,True,O(1)
2,3,False,0,False,False,True,O(n^2)
3,6,True,1,False,False,True,O(n^2)
0,0,False,0,False,False,False,O(1)
2,9,False,0,False,True,True,O(n)
1,2,True,2,False,False,False,O(1)
0,0,False,0,False,False,False,O(1)
0,0,False,0,True,False,False,O(n log n)
1,3,False,0,False,False,True,O(log n)
0,0,False,0,False,False,False,O(1)
0,0,False,0,True,True,False,O(n log n)
2,2,False,0,True,True,False,O(n log n)
0,0,True,2,False,False,False,O(log n)
0,0,False,0,False,False,False,O(1)
1,1,False,0,False,False,False,O(1)
2,2,False,0,False,False,True,O(n^2)
1,3,True,2,False,False,False,O(log n)
1,1,False,0,False,False,True,O(n^2)
1,2,True,1,True,False,True,O(n^2)
2,3,False,0,False,False,True,O(n)
2,3,False,0,False,False,True,O(log n)
2,3,False,0,True,False,True,O(n^2)
6,6,False,0,False,False,True,O(2^n)
1,2,False,0,False,False,True,O(log n)
2,4,False,0,False,False,True,O(n^2)
1,1,False,0,True,True,False,O(2^n)
1,4,False,0,False,False,True,O(1)
3,3,False,0,False,False,True,O(n^2)
1,2,False,0,False,False,False,O(n)
1,1,False,0,True,False,True,O(n log n)
4,31,True,2,True,False,True,O(n^2)
3,3,False,0,True,False,True,O(n^2)
1,5,False,0,False,False,True,O(n)
2,4,False,0,False,False,True,O(n log n)
